Date,Temperatur,Hujan,Arah Angin,Kelembaban,UV,Kecepatan Angin,Tekanan Udara,hari_ke,month,hour
9/6/2022 0:00,24.7,0,1.413716694,94.92,0,0.85,1008.9,245.5890411,9,0
9/6/2022 1:00,24.04,0,0.523598776,94.92,0,0.09,1008.2,245.5890411,9,1
9/6/2022 2:00,24.16,0,0.907571211,94.92,0,0.96,1007.7,245.5890411,9,2
9/6/2022 3:00,24.04,0,0,94.92,0,1.64,1007.42,245.5890411,9,3
9/6/2022 4:00,23.9,0,0.453785606,94.92,0,1.1,1007.16,245.5890411,9,4
9/6/2022 5:00,23.94,0,0.41887902,94.92,0,0.51,1007.2,245.5890411,9,5
9/6/2022 6:00,24,0,0.593411946,94.92,0.06,1.01,1008.2,245.5890411,9,6
9/6/2022 7:00,24.4,0,1.064650844,94.92,0.6,0.82,1008.92,245.5890411,9,7
9/6/2022 8:00,24.92,0,0,94.92,1.24,0.61,1009.66,245.5890411,9,8
9/6/2022 9:00,26.2,0,0.523598776,94.92,4.41,2.44,1009.9,245.5890411,9,9
9/6/2022 10:00,27.28,0,0.244346095,92.36,4.48,2.08,1009.8,245.5890411,9,10
9/6/2022 11:00,27.5,0,5.619960191,90.6,5.82,6.05,1008.94,245.5890411,9,11
9/6/2022 12:00,32.4,0.2,0.541052068,68.18,5.34,1.13,1007.7,245.5890411,9,12
9/6/2022 13:00,26.66,0,0.541052068,93.02,2.75,0,1007.3,245.5890411,9,13
9/6/2022 14:00,28.8,0,0.541052068,78.72,5.02,0,1006.56,245.5890411,9,14
9/6/2022 15:00,13.2,0,3.141592654,47.21,2.24,5.02,502.75,245.5890411,9,15
9/6/2022 16:00,26.4,0,5.742133239,94.42,1.19,10.04,1005.5,245.5890411,9,16
9/6/2022 17:00,26.4,0,5.619960191,90.54,0.44,7.89,1005.7,245.5890411,9,17
9/6/2022 18:00,26.05,0,5.619960191,92.73,0,6.25,1006.71,245.5890411,9,18
9/6/2022 19:00,25.7,0,5.619960191,94.92,0,4.61,1007.72,245.5890411,9,19
9/6/2022 20:00,25,0,4.869468613,94.92,0,7.4,1008.12,245.5890411,9,20
9/6/2022 21:00,24.6,0,2.705260341,94.92,0,1.07,1008.46,245.5890411,9,21
9/6/2022 22:00,24.2,0,3.420845334,94.92,0,0.83,1009.26,245.5890411,9,22
9/6/2022 23:00,24,0,0.261799388,94.92,0,1.97,1009.3,245.5890411,9,23
9/7/2022 0:00,23.82,0,0.261799388,94.92,0,0,1008.94,246.5753425,9,0
9/7/2022 1:00,23.8,0,0.645771823,94.92,0,0.18,1008.44,246.5753425,9,1
9/7/2022 2:00,23.2,0,5.794493117,94.92,0,1.43,1007.62,246.5753425,9,2
9/7/2022 3:00,23,0,6.143558967,94.92,0,1.8,1007.4,246.5753425,9,3
9/7/2022 4:00,23.44,0,0,94.92,0,1.34,1007.32,246.5753425,9,4
9/7/2022 5:00,23.38,0,4.974188368,94.92,0,0.76,1007.3,246.5753425,9,5
9/7/2022 6:00,23.32,0,3.281218994,94.92,0.06,0.94,1008.04,246.5753425,9,6
9/7/2022 7:00,24.4,0,3.647738137,94.92,0.6,1.12,1008.82,246.5753425,9,7
9/7/2022 8:00,26.4,0,4.520402763,94.92,1.24,6.09,1009.4,246.5753425,9,8
9/7/2022 9:00,28.5,0,4.450589593,90.76,4.41,7.35,1009.94,246.5753425,9,9
9/7/2022 10:00,29.8,0,3.508111797,79.96,4.48,7.85,1009.66,246.5753425,9,10
9/7/2022 11:00,32.2,0,2.914699851,69.6,5.82,7.84,1009.02,246.5753425,9,11
9/7/2022 12:00,32.4,0,3.281218994,68.18,5.34,9.69,1007.7,246.5753425,9,12
9/7/2022 13:00,26.66,0,2.949606436,93.02,2.75,24.19,1007.3,246.5753425,9,13
9/7/2022 14:00,28.8,0,2.932153143,78.72,5.02,18.35,1006.56,246.5753425,9,14
9/7/2022 15:00,30.8,0,2.827433388,72.94,2.24,17.61,1005.8,246.5753425,9,15
9/7/2022 16:00,31,0,2.967059728,73.56,1.19,16.96,1005.62,246.5753425,9,16
9/8/2022 8:24,29.06666667,0,2.187479329,80.68,0.44,13.18,1007.866667,247.5616438,9,8
9/8/2022 8:28,27.13333333,0,1.40789893,87.8,0,9.4,1010.113333,247.5616438,9,8
9/8/2022 9:00,25.2,0,0.628318531,94.92,0,5.62,1012.36,247.5616438,9,9
9/8/2022 10:00,25.06,0,1.343903524,94.92,0,10.75,1012.48,247.5616438,9,10
9/8/2022 11:00,24.9,0.4,1.151917306,94.92,0,16.39,1011.9,247.5616438,9,11
9/8/2022 12:00,24.1,1.2,0.401425728,94.92,0,26.86,1011.34,247.5616438,9,12
9/8/2022 13:00,24.9,0.2,1.082104136,94.92,0,17.98,1010.1,247.5616438,9,13
9/8/2022 14:00,26.94,0,1.570796327,91.74,0,14.29,1008.82,247.5616438,9,14
9/8/2022 15:00,26.7,0,2.967059728,91.66,0,15.33,1008.42,247.5616438,9,15
9/8/2022 16:00,25.7,0,1.535889742,94.92,0,13.25,1008.16,247.5616438,9,16
9/8/2022 17:00,25.3,0.2,1.239183769,94.92,0,7.59,1007.86,247.5616438,9,17
9/8/2022 18:00,24.78,0,2.094395102,94.92,0,3.96,1008.12,247.5616438,9,18
9/8/2022 19:00,24.5,0,1.064650844,94.92,0,0.59,1008.7,247.5616438,9,19
9/8/2022 20:00,24.5,0,0.785398163,94.92,0,6.43,1009.78,247.5616438,9,20
9/8/2022 21:00,24.2,0,0.837758041,94.92,0,2.68,1010.46,247.5616438,9,21
9/8/2022 22:00,24.2,0,1.483529864,94.92,0,0.18,1010.92,247.5616438,9,22
9/8/2022 23:00,24.16,0,2.722713633,94.92,0,1.17,1010.72,247.5616438,9,23
9/9/2022 0:00,24,0,2.49582083,94.92,0,0.18,1010.28,248.5479452,9,0
9/9/2022 1:00,24.1,0,2.705260341,94.92,0,0.08,1009.48,248.5479452,9,1
9/9/2022 2:00,24,0,5.253441049,94.92,0,0.22,1008.84,248.5479452,9,2
9/9/2022 3:00,24.02,0,3.804817769,94.92,0,0.28,1008.5,248.5479452,9,3
9/9/2022 4:00,23.7,0,3.455751919,94.92,0,1.75,1008.42,248.5479452,9,4
9/9/2022 5:00,23.66,0,0.785398163,94.92,0,2.07,1008.44,248.5479452,9,5
9/9/2022 6:00,23.5,0,0.06981317,94.92,0.07,0.27,1009.24,248.5479452,9,6
9/9/2022 7:00,24.1,0,1.064650844,94.92,0.75,0.9,1009.92,248.5479452,9,7
9/9/2022 8:00,25.2,0,2.757620218,94.92,1.84,0.8,1010.5,248.5479452,9,8
9/9/2022 9:00,28.3,0,2.844886681,91.46,2.56,9.09,1011.04,248.5479452,9,9
9/9/2022 10:00,29.7,0,2.932153143,77.48,2.16,14.22,1010.92,248.5479452,9,10
9/9/2022 11:00,31.7,0,3.612831552,72.6,2.12,15.26,1010.1,248.5479452,9,11
9/9/2022 12:00,32,0,2.879793266,68.14,2.4,20.35,1009.44,248.5479452,9,12
9/9/2022 13:00,31.6,0,2.844886681,69.56,3.48,24.33,1008.42,248.5479452,9,13
9/9/2022 14:00,31.17,0,2.321287905,69.38,4.67,23.93,1007.85,248.5479452,9,14
9/9/2022 15:00,30.74,0,1.79768913,69.2,3.24,23.53,1007.28,248.5479452,9,15
9/9/2022 16:00,29.9,0,2.373647783,72.44,1.845,22.08,1007.56,248.5479452,9,16
9/9/2022 17:00,28.7,0,2.897246558,78.38,0.45,25.58,1008.08,248.5479452,9,17
9/9/2022 18:00,26.9,0,2.897246558,83.7,0,18.14,1009.26,248.5479452,9,18
9/9/2022 19:00,25.4,0,3.403392041,92.1,0,14.91,1009.9,248.5479452,9,19
9/9/2022 20:00,24.86,0,2.408554368,94.92,0,4.23,1011.16,248.5479452,9,20
9/9/2022 21:00,24.7,0,2.408554368,94.92,0,1.4,1011.6,248.5479452,9,21
9/9/2022 22:00,24.7,0,2.740166926,94.92,0,7.67,1011.56,248.5479452,9,22
9/9/2022 23:00,24.5,0,2.844886681,94.92,0,8.05,1011.16,248.5479452,9,23
9/10/2022 0:00,24.2,0,2.949606436,94.92,0,5.07,1010.5,249.5342466,9,0
9/10/2022 1:00,23.9,0,2.635447171,94.92,0,2.36,1009.82,249.5342466,9,1
9/10/2022 2:00,23.5,0,2.513274123,94.92,0,1.91,1009.52,249.5342466,9,2
9/10/2022 3:00,23.34,0.2,1.623156204,94.92,0,0.47,1009.42,249.5342466,9,3
9/10/2022 4:00,23.4,1,0.453785606,94.92,0,0.65,1009.42,249.5342466,9,4
9/10/2022 5:00,23.4,1,0.453785606,94.92,0,0,1009.6,249.5342466,9,5
9/10/2022 6:00,23.4,0.2,5.061454831,94.92,0.08,0.28,1010.1,249.5342466,9,6
9/10/2022 7:00,23.6,0.2,5.061454831,94.92,0.49,5.43,1010.72,249.5342466,9,7
9/10/2022 8:00,24.2,0,5.497787144,94.92,1.73,7.88,1011.28,249.5342466,9,8
9/10/2022 9:00,24.9,0,5.061454831,94.92,2.26,10.97,1011.8,249.5342466,9,9
9/10/2022 10:00,26.24,0,0,94.12,1.78,10.9,1011.5,249.5342466,9,10
9/10/2022 11:00,27.5,0.2,5.410520681,87.98,1.78,10.75,1010.18,249.5342466,9,11
9/10/2022 12:00,29.2,0,5.061454831,80.1,1.49,10.07,1009.2,249.5342466,9,12
9/12/2022 8:54,27,0,5.209807817,87.51,3.09,25.22,1009.36,251.5068493,9,8
9/12/2022 9:00,24.8,0,5.358160804,94.92,4.71,40.37,1009.52,251.5068493,9,9
9/12/2022 10:00,26.2,0,4.834562028,94.92,1.86,16.46,1009.72,251.5068493,9,10
9/12/2022 11:00,29,0,6.073745797,86.76,1.21,12.77,1008.9,251.5068493,9,11
9/12/2022 12:00,29.36,0,6.108652382,83.5,0.4,11.68,1007.7,251.5068493,9,12
9/12/2022 13:00,26.4,7,0,94.92,0,11.35,1006.8,251.5068493,9,13
9/12/2022 14:00,28.4,0,2.600540585,84.52,0,21.82,1006.1,251.5068493,9,14
9/12/2022 15:00,28.8,0,0,88,0,17.71,1005.56,251.5068493,9,15
9/12/2022 16:00,30.5,0,0.122173048,79.42,0,16.48,1005.26,251.5068493,9,16
9/12/2022 17:00,26.46,5.4,6.038839212,94.92,0,38.38,1005.82,251.5068493,9,17
9/12/2022 18:00,25.7,0,0.157079633,94.92,0,52.66,1006.06,251.5068493,9,18
9/12/2022 19:00,25.3,0,0.13962634,94.92,0,63.38,1007.1,251.5068493,9,19
9/12/2022 20:00,24.9,0,0.41887902,94.92,0,34.7,1008,251.5068493,9,20
9/12/2022 21:00,24.6,0,0.715584993,94.92,0,14.81,1008.54,251.5068493,9,21
9/12/2022 22:00,24.3,0,0.698131701,94.92,0,8.53,1009.28,251.5068493,9,22
9/12/2022 23:00,24.1,0,0.959931089,94.92,0,0.93,1009.68,251.5068493,9,23
9/13/2022 0:00,23.5,0,2.967059728,94.92,0,1.17,1009.26,252.4931507,9,0
9/13/2022 1:00,23.3,0,2.914699851,94.92,0,0,1008.74,252.4931507,9,1
9/13/2022 2:00,23.16,0,2.967059728,94.92,0,0.19,1008.46,252.4931507,9,2
9/13/2022 3:00,22.8,0,2.932153143,94.92,0,0,1008,252.4931507,9,3
9/13/2022 4:00,22.54,0,1.308996939,94.92,0,0.18,1008.2,252.4931507,9,4
9/13/2022 5:00,22.8,0,2.984513021,94.92,0,0.1,1008.2,252.4931507,9,5
9/13/2022 6:00,22.8,0,2.827433388,94.92,0.09,0.2,1009.36,252.4931507,9,6
9/13/2022 7:00,25.45,0,2.879793266,91.39,0.68,5.21,1010.34,252.4931507,9,7
9/13/2022 9:00,28.1,0,2.932153143,87.86,1.29,10.22,1011.32,252.4931507,9,9
9/13/2022 11:00,30.8,0,2.600540585,73.2,2,9.09,1010.66,252.4931507,9,11
9/13/2022 12:00,31.89,0,2.478367538,69,2.79,10.9,1009.61,252.4931507,9,12
9/13/2022 13:00,32.98,0,2.35619449,64.8,6.45,12.71,1008.56,252.4931507,9,13
9/13/2022 14:00,33,0,2.914699851,61.22,2.46,13.89,1007.56,252.4931507,9,14
9/13/2022 15:00,32.8,0,3.316125579,65.9,5.92,13.04,1007.02,252.4931507,9,15
9/13/2022 16:00,31.3,0,2.35619449,71.94,1.48,16.84,1007.5,252.4931507,9,16
9/13/2022 17:00,29.5,0,2.513274123,78.63333333,0.58,12.99666667,1008.226667,252.4931507,9,17
9/13/2022 18:00,27.7,0,2.670353756,85.32666667,1.08,9.153333333,1008.953333,252.4931507,9,18
9/13/2022 19:00,25.9,0,2.827433388,92.02,0.37,5.31,1009.68,252.4931507,9,19
9/13/2022 20:00,25.6,0,2.530727415,94.78,0,1.46,1010.88,252.4931507,9,20
9/13/2022 21:00,25.7,0,2.478367538,94.92,0,1.33,1011.44,252.4931507,9,21
9/13/2022 22:00,25.4,0,2.728531397,94.92,0,1.82,1011.386667,252.4931507,9,22
9/13/2022 23:00,25.1,0,2.978695257,94.92,0,2.31,1011.333333,252.4931507,9,23
9/14/2022 0:00,24.8,0,3.228859116,94.92,0,2.8,1011.28,253.4794521,9,0
9/14/2022 2:00,24.7,0,4.537856055,94.92,0,6.61,1010.02,253.4794521,9,2
9/14/2022 3:00,24.2,0,3.02523737,94.92,0,4.863333333,1010.093333,253.4794521,9,3
9/14/2022 4:00,23.7,0,1.512618685,94.92,0,3.116666667,1010.166667,253.4794521,9,4
9/14/2022 5:00,23.2,0,0,94.92,0,1.37,1010.24,253.4794521,9,5
9/14/2022 7:00,24.36,0,0.383972435,94.92,0,0,1011.34,253.4794521,9,7
9/14/2022 8:00,26.53,0,1.658062789,87.42,0,8.905,1011.57,253.4794521,9,8
9/14/2022 9:00,28.7,0,2.932153143,79.92,0,17.81,1011.8,253.4794521,9,9
9/14/2022 10:00,30.2,0,2.879793266,73.04,0,17.92,1011.72,253.4794521,9,10
9/14/2022 11:00,30.19,0,2.888519912,73.36,0,18.95,1011.34,253.4794521,9,11
9/14/2022 12:00,30.18,0,2.897246558,73.68,0,19.98,1010.96,253.4794521,9,12
9/14/2022 13:00,30.3,0,2.687807048,70.7,0,11.43,1010.52,253.4794521,9,13
9/14/2022 14:00,30.4,0,1.972222055,69.23,0,14.185,1009.59,253.4794521,9,14
9/14/2022 15:00,30.5,0,1.256637061,67.76,0,16.94,1008.66,253.4794521,9,15
9/14/2022 16:00,30.2,0,1.378810109,71.5,0,14.36,1008.04,253.4794521,9,16
9/14/2022 17:00,29.2,0,1.308996939,75.32,0,14.77,1008.42,253.4794521,9,17
9/14/2022 18:00,27.2,0,1.326450232,90,0,8.79,1009.1,253.4794521,9,18
9/14/2022 19:00,25.5,0,0.523598776,94.92,0,5.86,1009.98,253.4794521,9,19
9/14/2022 20:00,25.1,0,0.13962634,94.92,0,6.87,1010.72,253.4794521,9,20
9/14/2022 23:00,24.1,0,0.261799388,94.92,0,3.66,1012.04,253.4794521,9,23
9/15/2022 1:00,23.6,0,0.331612558,94.92,0,1.11,1010.56,254.4657534,9,1
9/15/2022 2:00,23.7,0,5.497787144,94.92,0,5.89,1010.02,254.4657534,9,2
9/15/2022 3:00,23.8,0,5.427973974,94.92,0,7.95,1009.58,254.4657534,9,3
9/15/2022 6:00,23.2,0,5.183627878,94.92,0.09,1.87,1009.9,254.4657534,9,6
9/15/2022 7:00,24.3,0,0.261799388,94.92,0.45,2.34,1010.44,254.4657534,9,7
9/15/2022 8:00,26.8,0,5.166174586,94.92,1.24,10.2,1010.4,254.4657534,9,8
9/15/2022 9:00,29,0,3.490658504,82.64,2.23,9.47,1010.34,254.4657534,9,9
9/15/2022 10:00,31,0,2.530727415,72.92,3.38,10.31,1009.9,254.4657534,9,10
9/15/2022 11:00,31.9,0,1.378810109,67.02,1.87,17.56,1009.44,254.4657534,9,11
9/15/2022 14:00,33.1,0,1.396263402,62.75,2.26,22.165,1007.82,254.4657534,9,14
9/15/2022 15:00,34.3,0,1.413716694,58.48,2.88,26.77,1006.2,254.4657534,9,15
9/15/2022 16:00,33.2,0,1.727875959,61.52,1.88,25.21,1005.94,254.4657534,9,16
9/15/2022 17:00,31.5,0,1.570796327,69.42,1.61,24.42,1006.3,254.4657534,9,17
9/15/2022 18:00,28.4,0,1.378810109,82.8,1.15,17.6,1007.3,254.4657534,9,18
9/15/2022 19:00,26.7,0,1.8675023,94,0.45,4.41,1008.14,254.4657534,9,19
9/15/2022 20:00,25.6,0,2.49582083,94.92,0,5.84,1008.86,254.4657534,9,20
9/15/2022 21:00,25.4,0,2.408554368,94.92,0,3.87,1009.56,254.4657534,9,21
9/15/2022 22:00,25.03,0,1.911135531,94.92,0,2.95,1009.63,254.4657534,9,22
9/15/2022 23:00,24.66,0,1.413716694,94.92,0,2.03,1009.7,254.4657534,9,23
9/16/2022 2:00,24.28,0,2.321287905,94.92,0,1.015,1008.76,255.4520548,9,2
9/16/2022 3:00,23.9,0,3.228859116,94.92,0,0,1007.82,255.4520548,9,3
9/16/2022 4:00,23.7,0,3.228859116,94.92,0,0,1007.84,255.4520548,9,4
9/16/2022 5:00,23.65,0,3.263765701,94.92,0,1.445,1008.33,255.4520548,9,5
9/16/2022 6:00,23.6,0,3.298672286,94.92,0.15,2.89,1008.82,255.4520548,9,6
9/16/2022 7:00,24.84,0,2.827433388,94.92,0.69,3.07,1009.52,255.4520548,9,7
9/16/2022 8:00,27.20666667,0,2.385283312,84.02,1.57,6.02,1009.48,255.4520548,9,8
9/16/2022 9:00,29.57333333,0,1.943133233,73.12,2.55,8.97,1009.44,255.4520548,9,9
9/16/2022 10:00,31.94,0,1.500983157,62.22,6.28,11.92,1009.4,255.4520548,9,10
9/16/2022 11:00,32.59,0,1.317723585,61.16,2.88,15.87,1007.96,255.4520548,9,11
9/16/2022 13:00,33.24,0,1.134464014,60.1,5.75,19.82,1006.52,255.4520548,9,13
9/16/2022 14:00,33.9,0,1.396263402,56.62,2,20.15,1005.82,255.4520548,9,14
9/16/2022 15:00,33.55,0,1.49225651,59.06,1.5,21.15,1005.46,255.4520548,9,15
9/16/2022 16:00,33.2,0,1.588249619,61.5,1,22.15,1005.1,255.4520548,9,16
9/16/2022 17:00,31.7,0,1.343903524,65.38,0.57,21.41,1005.54,255.4520548,9,17
9/16/2022 18:00,28.8,0,1.780235837,76.98,0.27,18.88,1006.26,255.4520548,9,18
9/16/2022 19:00,27,0,1.448623279,87.98,0,11.27,1007.1,255.4520548,9,19
9/16/2022 20:00,25.5,0,1.483529864,94.92,0,4.02,1007.74,255.4520548,9,20
9/16/2022 21:00,25.2,0,0.907571211,94.92,0,4.74,1008.4,255.4520548,9,21
9/16/2022 22:00,25.16,0,1.221730476,94.92,0,1.94,1008.7,255.4520548,9,22
9/16/2022 23:00,24.5,0,2.722713633,94.92,0,4.68,1008.42,255.4520548,9,23
9/17/2022 0:00,24.36,0,0.663225116,94.92,0,2.3,1007.8,256.4383562,9,0
9/17/2022 1:00,24.4,0,2.129301687,94.92,0,1.04,1007.56,256.4383562,9,1
9/17/2022 2:00,24.2,0,2.792526803,94.92,0,0,1007.1,256.4383562,9,2
9/17/2022 3:00,23.8,0,0,94.92,0,2.87,1006.86,256.4383562,9,3
9/17/2022 4:00,23.3,0,6.038839212,94.92,0,4.85,1007.5,256.4383562,9,4
9/17/2022 5:00,23.2,0,6.038839212,94.92,0,3.44,1007.68,256.4383562,9,5
9/17/2022 6:00,23.3,0,5.829399702,94.92,0.14,0,1007.9,256.4383562,9,6
9/17/2022 7:00,24.62,0,5.829399702,94.92,0.8,0.55,1008.58,256.4383562,9,7
9/17/2022 8:00,27.34,0,3.455751919,91.76,1.57,6.78,1009.2,256.4383562,9,8
9/17/2022 9:00,30,0,5.096361416,79.82,3.93,6.69,1009.22,256.4383562,9,9
9/17/2022 10:00,30.86,0,2.687807048,75.8,5.3,12.23,1008.8,256.4383562,9,10
9/17/2022 11:00,31.7,0,2.600540585,70.9,7.95,16.04,1008.06,256.4383562,9,11
9/17/2022 12:00,26.8,4.4,1.413716694,91.32,8.04,25.85,1008.16,256.4383562,9,12
9/17/2022 13:00,24.56,12.6,1.8675023,94.92,5.37,50.67,1007.12,256.4383562,9,13
9/17/2022 14:00,31.3,0.2,2.164208272,71.12,2.7,22.36,1006.04,256.4383562,9,14
9/17/2022 15:00,32.4,0,2.757620218,68.38,1.79,30.39,1005.5,256.4383562,9,15
9/17/2022 16:00,30.9,0,2.548180708,74.28,0.06,25.31,1005.42,256.4383562,9,16
9/17/2022 17:00,28.7,0,1.972222055,77.8,0,25.21,1006.3,256.4383562,9,17
9/17/2022 18:00,26.7,0,0.785398163,89.12,0,12.12,1007.18,256.4383562,9,18
9/17/2022 19:00,25.12,0,0.785398163,94.92,0,7.05,1007.5,256.4383562,9,19
9/17/2022 20:00,24.88,0,0.453785606,94.92,0,1.57,1007.88,256.4383562,9,20
9/17/2022 21:00,25.2,0,1.029744259,94.92,0,0.2,1008.68,256.4383562,9,21
9/17/2022 22:00,24.8,0,2.705260341,94.92,0,0,1009.34,256.4383562,9,22
9/17/2022 23:00,24.8,0,2.705260341,94.92,0,0.09,1009.6,256.4383562,9,23
9/18/2022 0:00,24.56,0,4.71238898,94.92,0,0,1008.8,257.4246575,9,0
9/18/2022 1:00,24.7,0,4.71238898,94.92,0,0,1008.3,257.4246575,9,1
9/18/2022 2:00,24.9,0,4.71238898,94.92,0,1.36,1007.64,257.4246575,9,2
9/18/2022 3:00,24.4,0,3.455751919,94.92,0,0.91,1007.74,257.4246575,9,3
9/18/2022 4:00,24.1,0,3.455751919,94.92,0,0,1008.08,257.4246575,9,4
9/18/2022 5:00,24.04,0,3.455751919,94.92,0,0.66,1008.52,257.4246575,9,5
9/18/2022 6:00,23.78,0,3.420845334,94.92,0.1,1.28,1008.9,257.4246575,9,6
9/18/2022 7:00,25.04,0,4.71238898,94.92,0.52,2.37,1009.18,257.4246575,9,7
9/18/2022 8:00,27.9,0,3.368485456,90.8,0.76,13.07,1009.88,257.4246575,9,8
9/18/2022 9:00,29.8,0,2.914699851,81.9,1.04,20.08,1010,257.4246575,9,9
9/18/2022 10:00,30.7,0,2.809980096,74.56,0.89,23.17,1009.62,257.4246575,9,10
9/18/2022 11:00,31,0,2.862339973,74.58,0.49,27.23,1008.78,257.4246575,9,11
9/18/2022 12:00,32.08,0,2.932153143,69.86,0.4,27.29,1007.78,257.4246575,9,12
9/18/2022 13:00,33.2,0,2.705260341,65.26,0.53,25.96,1006.78,257.4246575,9,13
9/18/2022 14:00,33.3,0,2.827433388,63.26,0.62,27.26,1005.88,257.4246575,9,14
9/18/2022 15:00,31.46,0.4,2.635447171,72.94,0.85,26.25,1005.36,257.4246575,9,15
9/18/2022 16:00,30.96,0,2.862339973,72.08,0.68,23.52,1005.54,257.4246575,9,16
9/18/2022 17:00,30.2,0,2.844886681,75.16,0.34,11.97,1006.28,257.4246575,9,17
9/18/2022 18:00,28.3,0,1.221730476,87.1,0,6.69,1007.1,257.4246575,9,18
9/18/2022 19:00,25.7,0,0,94.92,0,7.89,1007.82,257.4246575,9,19
9/18/2022 20:00,25.32,0,5.951572749,94.92,0,8.36,1008.62,257.4246575,9,20
9/18/2022 21:00,25.1,0,0.13962634,94.92,0,4.12,1009.32,257.4246575,9,21
9/18/2022 22:00,24.7,0,0.13962634,94.92,0,7.61,1009.52,257.4246575,9,22
9/18/2022 23:00,24.5,0,0,94.92,0,5.57,1009.38,257.4246575,9,23
9/19/2022 0:00,24.3,0,6.073745797,94.92,0,5.84,1008.8,258.4109589,9,0
9/19/2022 1:00,24.36,0,0,94.92,0,3.28,1008.3,258.4109589,9,1
9/19/2022 2:00,24,0,0,94.92,0,10.03,1007.82,258.4109589,9,2
9/19/2022 3:00,23.9,0,5.864306287,94.92,0,1.75,1007.62,258.4109589,9,3
9/19/2022 4:00,23.8,0,0,94.92,0,1.89,1007.18,258.4109589,9,4
9/19/2022 5:00,23.6,0,0,94.92,0,5.35,1007.7,258.4109589,9,5
9/19/2022 6:00,23.4,0,0,94.92,0.06,8.2,1008.74,258.4109589,9,6
9/19/2022 7:00,24.04,0,0,94.92,0.6,10.06,1009.5,258.4109589,9,7
9/19/2022 8:00,25.3,0,5.864306287,94.92,1.24,15.29,1009.92,258.4109589,9,8
9/19/2022 9:00,26.5,0,5.532693729,94.9,4.41,18.73,1010.7,258.4109589,9,9
9/19/2022 10:00,27.5,0,0,91.7,4.48,24.06,1010.9,258.4109589,9,10
9/19/2022 11:00,27.88,0,0,90.6,5.82,23.93,1010.14,258.4109589,9,11
9/19/2022 12:00,27.84,0,6.108652382,90.68,5.34,29.96,1008.76,258.4109589,9,12
9/19/2022 13:00,28.76,0,0.017453293,88.28,2.75,39.07,1008.34,258.4109589,9,13
9/19/2022 14:00,26,0,0,82.08,5.02,25.02,1008.06,258.4109589,9,14
9/19/2022 15:00,22.64,5.8,5.497787144,94.92,0.11,54.81,1008.5,258.4109589,9,15
9/19/2022 16:00,22.9,3.8,0,94.92,0.23,75.15,1008.02,258.4109589,9,16
9/19/2022 17:00,22.9,0.6,5.550147021,94.92,0.34,85.64,1007.72,258.4109589,9,17
9/19/2022 18:00,22.8,0,5.375614096,94.92,0,66.55,1008.36,258.4109589,9,18
9/19/2022 19:00,23.38,0,5.288347634,94.92,0,61.58,1009.3,258.4109589,9,19
9/19/2022 20:00,23.6,0,5.166174586,94.92,0,60.95,1009.8,258.4109589,9,20
9/19/2022 21:00,23.64,0,5.113814708,94.92,0,59.37,1010.2,258.4109589,9,21
9/19/2022 22:00,23.6,0,4.939281783,94.92,0,59.81,1010.3,258.4109589,9,22
9/19/2022 23:00,23.4,0,4.852015321,94.92,0,53.91,1010.08,258.4109589,9,23
9/20/2022 0:00,23.2,0,4.78220215,94.92,0,51.3,1009.2,259.3972603,9,0
9/20/2022 1:00,22.94,0,4.78220215,94.92,0,61.44,1008.6,259.3972603,9,1
9/20/2022 2:00,22.86,0,4.747295565,94.92,0,81.37,1008.22,259.3972603,9,2
9/20/2022 3:00,22.8,0,4.721115627,94.92,0,71.3775,1008.01,259.3972603,9,3
9/20/2022 4:00,23.04,0,4.694935688,94.92,0,61.385,1007.8,259.3972603,9,4
9/20/2022 5:00,23.08,0,4.607669225,94.92,0,41.4,1008.16,259.3972603,9,5
9/20/2022 6:00,22.9,0,4.118977035,94.92,0.06,18.11,1008.4,259.3972603,9,6
9/20/2022 7:00,24.1,0,3.385938749,94.92,0.6,22.54,1009.18,259.3972603,9,7
9/20/2022 8:00,26.6,0,3.211405824,94.42,1.24,35.79,1009.76,259.3972603,9,8
9/20/2022 9:00,28.2,0,3.246312409,90.32,4.41,45.29,1010.2,259.3972603,9,9
9/20/2022 10:00,29.6,0,3.036872898,80.76,4.48,17.31,1009.96,259.3972603,9,10
9/20/2022 11:00,32.2,0,2.914699851,64.76,5.82,24.71,1009.2,259.3972603,9,11
9/20/2022 12:00,31.2,0,2.862339973,69.54,5.34,23.91,1007.9,259.3972603,9,12
9/20/2022 13:00,32.5,0,2.809980096,67.06,2.75,24.07,1006.7,259.3972603,9,13
9/20/2022 14:00,33.2,0,5.427973974,61.66,5.02,21.44,1005.94,259.3972603,9,14
9/20/2022 15:00,33.5,0,1.884955592,61.84,2.24,33.66,1005.28,259.3972603,9,15
9/20/2022 16:00,31.64,0,1.361356817,67.16,1.19,35.04,1005.4,259.3972603,9,16
9/20/2022 17:00,30.1,0,1.466076572,74.74,0.44,28.54,1005.7,259.3972603,9,17
9/20/2022 18:00,27.72,0,1.343903524,87,0,19.66,1007.02,259.3972603,9,18
9/20/2022 19:00,26.06,0,0.890117919,94.92,0,8.64,1008.18,259.3972603,9,19
9/20/2022 20:00,25.1,0,0.837758041,94.92,0,4.65,1008.46,259.3972603,9,20
9/20/2022 21:00,24.9,0,0.593411946,94.92,0,3.57,1008.66,259.3972603,9,21
